id,device_id,bpm,accuracy,time_ms,time_iso,synced,fresh
1,588aca26ed1bfc095abf2de16bf97b57,92.0,3,1786590249762,2026-08-13T10:04:09.762,1,1
2,588aca26ed1bfc095abf2de16bf97b57,93.0,3,1786590250762,2026-08-13T10:04:10.762,1,1
3,588aca26ed1bfc095abf2de16bf97b57,93.0,3,1786590251761,2026-08-13T10:04:11.761,1,1
4,588aca26ed1bfc095abf2de16bf97b57,93.0,3,1786590252761,2026-08-13T10:04:12.761,1,1
5,588aca26ed1bfc095abf2de16bf97b57,92.0,3,1786590253761,2026-08-13T10:04:13.761,1,1
6,588aca26ed1bfc095abf2de16bf97b57,91.0,3,1786590254762,2026-08-13T10:04:14.762,1,1
7,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590255762,2026-08-13T10:04:15.762,1,1
8,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590256761,2026-08-13T10:04:16.761,1,1
9,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590257761,2026-08-13T10:04:17.761,1,1
10,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590258761,2026-08-13T10:04:18.761,1,1
11,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590259762,2026-08-13T10:04:19.762,1,1
12,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590260761,2026-08-13T10:04:20.761,1,1
13,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590261761,2026-08-13T10:04:21.761,1,1
14,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590262761,2026-08-13T10:04:22.761,1,1
15,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590263761,2026-08-13T10:04:23.761,1,1
16,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590264761,2026-08-13T10:04:24.761,1,1
17,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590265761,2026-08-13T10:04:25.761,1,1
18,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590266763,2026-08-13T10:04:26.763,1,1
19,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590267764,2026-08-13T10:04:27.764,1,1
20,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590268761,2026-08-13T10:04:28.761,1,1
21,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590269761,2026-08-13T10:04:29.761,1,1
22,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590270761,2026-08-13T10:04:30.761,1,1
23,588aca26ed1bfc095abf2de16bf97b57,91.0,3,1786590271761,2026-08-13T10:04:31.761,1,1
24,588aca26ed1bfc095abf2de16bf97b57,92.0,3,1786590272761,2026-08-13T10:04:32.761,1,1
25,588aca26ed1bfc095abf2de16bf97b57,92.0,3,1786590273762,2026-08-13T10:04:33.762,1,1
26,588aca26ed1bfc095abf2de16bf97b57,92.0,3,1786590274761,2026-08-13T10:04:34.761,1,1
27,588aca26ed1bfc095abf2de16bf97b57,92.0,3,1786590275761,2026-08-13T10:04:35.761,1,1
28,588aca26ed1bfc095abf2de16bf97b57,92.0,3,1786590276761,2026-08-13T10:04:36.761,1,1
29,588aca26ed1bfc095abf2de16bf97b57,92.0,3,1786590277761,2026-08-13T10:04:37.761,1,1
30,588aca26ed1bfc095abf2de16bf97b57,91.0,3,1786590278764,2026-08-13T10:04:38.764,1,1
31,588aca26ed1bfc095abf2de16bf97b57,91.0,3,1786590279761,2026-08-13T10:04:39.761,1,1
32,588aca26ed1bfc095abf2de16bf97b57,91.0,3,1786590280761,2026-08-13T10:04:40.761,1,1
33,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590281761,2026-08-13T10:04:41.761,1,1
34,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590282761,2026-08-13T10:04:42.761,1,1
35,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590283761,2026-08-13T10:04:43.761,1,1
36,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590284761,2026-08-13T10:04:44.761,1,1
37,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590285761,2026-08-13T10:04:45.761,1,1
38,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590286771,2026-08-13T10:04:46.771,1,1
39,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590287772,2026-08-13T10:04:47.772,1,1
40,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590288767,2026-08-13T10:04:48.767,1,1
41,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590289768,2026-08-13T10:04:49.768,1,1
42,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590290766,2026-08-13T10:04:50.766,1,1
43,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590291763,2026-08-13T10:04:51.763,1,1
44,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590292761,2026-08-13T10:04:52.761,1,1
45,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590293762,2026-08-13T10:04:53.762,1,1
46,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590294762,2026-08-13T10:04:54.762,1,1
47,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590295761,2026-08-13T10:04:55.761,1,1
48,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590296762,2026-08-13T10:04:56.762,1,1
49,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590297761,2026-08-13T10:04:57.761,1,1
50,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590298762,2026-08-13T10:04:58.762,1,1
51,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590299763,2026-08-13T10:04:59.763,1,1
52,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590300762,2026-08-13T10:05:00.762,1,1
53,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590301761,2026-08-13T10:05:01.761,1,1
54,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590302762,2026-08-13T10:05:02.762,1,1
55,588aca26ed1bfc095abf2de16bf97b57,87.0,3,1786590303761,2026-08-13T10:05:03.761,1,1
56,588aca26ed1bfc095abf2de16bf97b57,87.0,3,1786590304761,2026-08-13T10:05:04.761,1,1
57,588aca26ed1bfc095abf2de16bf97b57,87.0,3,1786590305761,2026-08-13T10:05:05.761,1,1
58,588aca26ed1bfc095abf2de16bf97b57,86.0,3,1786590306761,2026-08-13T10:05:06.761,1,1
59,588aca26ed1bfc095abf2de16bf97b57,86.0,3,1786590307763,2026-08-13T10:05:07.763,1,1
60,588aca26ed1bfc095abf2de16bf97b57,86.0,3,1786590308765,2026-08-13T10:05:08.765,1,1
61,588aca26ed1bfc095abf2de16bf97b57,86.0,3,1786590309764,2026-08-13T10:05:09.764,1,1
62,588aca26ed1bfc095abf2de16bf97b57,86.0,3,1786590310763,2026-08-13T10:05:10.763,1,1
63,588aca26ed1bfc095abf2de16bf97b57,87.0,3,1786590311764,2026-08-13T10:05:11.764,1,1
64,588aca26ed1bfc095abf2de16bf97b57,86.0,3,1786590312762,2026-08-13T10:05:12.762,1,1
65,588aca26ed1bfc095abf2de16bf97b57,87.0,3,1786590313762,2026-08-13T10:05:13.762,1,1
66,588aca26ed1bfc095abf2de16bf97b57,86.0,3,1786590314762,2026-08-13T10:05:14.762,1,1
67,588aca26ed1bfc095abf2de16bf97b57,87.0,3,1786590315762,2026-08-13T10:05:15.762,1,1
68,588aca26ed1bfc095abf2de16bf97b57,88.0,3,1786590316762,2026-08-13T10:05:16.762,1,1
69,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590317762,2026-08-13T10:05:17.762,1,1
70,588aca26ed1bfc095abf2de16bf97b57,89.0,3,1786590318761,2026-08-13T10:05:18.761,1,1
71,588aca26ed1bfc095abf2de16bf97b57,90.0,3,1786590319762,2026-08-13T10:05:19.762,1,1
72,588aca26ed1bfc095abf2de16bf97b57,91.0,3,1786590320761,2026-08-13T10:05:20.761,1,1
