id,bpm,accuracy,time_ms,time_iso,synced
448,85.0,3,1783268078328,2026-07-05T23:14:38.328,1
449,85.0,3,1783268079324,2026-07-05T23:14:39.324,1
450,84.0,3,1783268080327,2026-07-05T23:14:40.327,1
451,84.0,3,1783268081338,2026-07-05T23:14:41.338,1
452,83.0,3,1783268082325,2026-07-05T23:14:42.325,1
453,82.0,3,1783268083325,2026-07-05T23:14:43.325,1
454,83.0,3,1783268084325,2026-07-05T23:14:44.325,1
455,85.0,3,1783268085325,2026-07-05T23:14:45.325,1
456,86.0,3,1783268086326,2026-07-05T23:14:46.326,1
457,87.0,3,1783268087326,2026-07-05T23:14:47.326,1
458,87.0,3,1783268088325,2026-07-05T23:14:48.325,1
459,86.0,3,1783268089324,2026-07-05T23:14:49.324,1
460,86.0,3,1783268090325,2026-07-05T23:14:50.325,1
461,85.0,3,1783268091325,2026-07-05T23:14:51.325,1
462,85.0,3,1783268092325,2026-07-05T23:14:52.325,1
463,85.0,3,1783268093326,2026-07-05T23:14:53.326,1
464,84.0,3,1783268094325,2026-07-05T23:14:54.325,1
465,84.0,3,1783268095326,2026-07-05T23:14:55.326,1
466,85.0,3,1783268096325,2026-07-05T23:14:56.325,1
467,84.0,3,1783268097325,2026-07-05T23:14:57.325,1
468,84.0,3,1783268098325,2026-07-05T23:14:58.325,1
469,84.0,3,1783268099324,2026-07-05T23:14:59.324,1
470,84.0,3,1783268100325,2026-07-05T23:15:00.325,1
471,84.0,3,1783268101325,2026-07-05T23:15:01.325,1
472,84.0,3,1783268102325,2026-07-05T23:15:02.325,1
473,83.0,3,1783268103337,2026-07-05T23:15:03.337,1
474,83.0,3,1783268104338,2026-07-05T23:15:04.338,1
475,82.0,3,1783268105335,2026-07-05T23:15:05.335,1
476,83.0,3,1783268106336,2026-07-05T23:15:06.336,1
477,83.0,3,1783268107336,2026-07-05T23:15:07.336,1
478,83.0,3,1783268108336,2026-07-05T23:15:08.336,1
479,84.0,3,1783268109333,2026-07-05T23:15:09.333,1
480,84.0,3,1783268110335,2026-07-05T23:15:10.335,1
481,84.0,3,1783268111335,2026-07-05T23:15:11.335,1
482,84.0,3,1783268112335,2026-07-05T23:15:12.335,1
483,84.0,3,1783268113331,2026-07-05T23:15:13.331,1
484,84.0,3,1783268114334,2026-07-05T23:15:14.334,1
485,84.0,3,1783268115336,2026-07-05T23:15:15.336,1
486,85.0,3,1783268116337,2026-07-05T23:15:16.337,1
487,86.0,3,1783268117336,2026-07-05T23:15:17.336,1
488,86.0,3,1783268118337,2026-07-05T23:15:18.337,1
489,86.0,3,1783268119335,2026-07-05T23:15:19.335,1
490,87.0,3,1783268120335,2026-07-05T23:15:20.335,1
491,89.0,3,1783268121335,2026-07-05T23:15:21.335,1
492,90.0,3,1783268122335,2026-07-05T23:15:22.335,1
493,91.0,3,1783268123335,2026-07-05T23:15:23.335,1
494,92.0,3,1783268124335,2026-07-05T23:15:24.335,1
495,93.0,3,1783268125335,2026-07-05T23:15:25.335,1
496,93.0,3,1783268126332,2026-07-05T23:15:26.332,1
497,94.0,3,1783268127335,2026-07-05T23:15:27.335,1
498,95.0,3,1783268128335,2026-07-05T23:15:28.335,1
499,95.0,3,1783268129332,2026-07-05T23:15:29.332,1
500,96.0,3,1783268130332,2026-07-05T23:15:30.332,1
501,95.0,3,1783268131333,2026-07-05T23:15:31.333,1
502,95.0,3,1783268132332,2026-07-05T23:15:32.332,1
503,95.0,3,1783268133333,2026-07-05T23:15:33.333,1
504,94.0,3,1783268134330,2026-07-05T23:15:34.330,1
505,94.0,3,1783268135334,2026-07-05T23:15:35.334,1
506,93.0,3,1783268136334,2026-07-05T23:15:36.334,1
507,93.0,3,1783268137326,2026-07-05T23:15:37.326,1
508,92.0,3,1783268138333,2026-07-05T23:15:38.333,1
509,91.0,3,1783268139335,2026-07-05T23:15:39.335,1
510,90.0,3,1783268140327,2026-07-05T23:15:40.327,1
511,89.0,3,1783268141328,2026-07-05T23:15:41.328,1
512,88.0,3,1783268142327,2026-07-05T23:15:42.327,1
513,87.0,3,1783268143327,2026-07-05T23:15:43.327,1
514,86.0,3,1783268144328,2026-07-05T23:15:44.328,1
515,86.0,3,1783268145423,2026-07-05T23:15:45.423,1
516,86.0,3,1783268146331,2026-07-05T23:15:46.331,1
517,86.0,3,1783268147331,2026-07-05T23:15:47.331,1
518,87.0,3,1783268148335,2026-07-05T23:15:48.335,1
519,87.0,3,1783268149334,2026-07-05T23:15:49.334,1
520,88.0,3,1783268150331,2026-07-05T23:15:50.331,1
521,88.0,3,1783268151334,2026-07-05T23:15:51.334,1
522,88.0,3,1783268152337,2026-07-05T23:15:52.337,1
523,87.0,3,1783268153331,2026-07-05T23:15:53.331,1
524,86.0,3,1783268154332,2026-07-05T23:15:54.332,1
525,85.0,3,1783268155331,2026-07-05T23:15:55.331,1
526,85.0,3,1783268156330,2026-07-05T23:15:56.330,1
527,83.0,3,1783268157335,2026-07-05T23:15:57.335,1
528,83.0,3,1783268158330,2026-07-05T23:15:58.330,1
529,82.0,3,1783268159333,2026-07-05T23:15:59.333,1
530,82.0,3,1783268160334,2026-07-05T23:16:00.334,1
531,82.0,3,1783268161336,2026-07-05T23:16:01.336,1
532,82.0,3,1783268162336,2026-07-05T23:16:02.336,1
533,82.0,3,1783268163330,2026-07-05T23:16:03.330,1
534,82.0,3,1783268164333,2026-07-05T23:16:04.333,1
535,81.0,3,1783268165336,2026-07-05T23:16:05.336,1
536,81.0,3,1783268166325,2026-07-05T23:16:06.325,1
537,81.0,3,1783268167336,2026-07-05T23:16:07.336,1
538,80.0,3,1783268168339,2026-07-05T23:16:08.339,1
539,80.0,3,1783268169337,2026-07-05T23:16:09.337,1
540,80.0,3,1783268170338,2026-07-05T23:16:10.338,1
541,80.0,3,1783268171338,2026-07-05T23:16:11.338,1
542,81.0,3,1783268172326,2026-07-05T23:16:12.326,1
543,82.0,3,1783268173325,2026-07-05T23:16:13.325,1
544,84.0,3,1783268174326,2026-07-05T23:16:14.326,1
545,85.0,3,1783268175326,2026-07-05T23:16:15.326,1
546,86.0,3,1783268176337,2026-07-05T23:16:16.337,1
547,86.0,3,1783268177337,2026-07-05T23:16:17.337,1
548,87.0,3,1783268178336,2026-07-05T23:16:18.336,1
549,88.0,3,1783268179377,2026-07-05T23:16:19.377,1
550,89.0,3,1783268180337,2026-07-05T23:16:20.337,1
551,90.0,3,1783268181336,2026-07-05T23:16:21.336,1
552,91.0,3,1783268182332,2026-07-05T23:16:22.332,1
553,91.0,3,1783268183333,2026-07-05T23:16:23.333,1
554,92.0,3,1783268184335,2026-07-05T23:16:24.335,1
555,93.0,3,1783268185335,2026-07-05T23:16:25.335,1
556,94.0,3,1783268186335,2026-07-05T23:16:26.335,1
557,95.0,3,1783268187332,2026-07-05T23:16:27.332,1
558,95.0,3,1783268188334,2026-07-05T23:16:28.334,1
559,95.0,3,1783268189333,2026-07-05T23:16:29.333,1
560,94.0,3,1783268190332,2026-07-05T23:16:30.332,1
561,94.0,3,1783268191332,2026-07-05T23:16:31.332,1
562,93.0,3,1783268192332,2026-07-05T23:16:32.332,1
563,92.0,3,1783268193329,2026-07-05T23:16:33.329,1
564,91.0,3,1783268194330,2026-07-05T23:16:34.330,1
565,90.0,3,1783268195329,2026-07-05T23:16:35.329,1
566,90.0,3,1783268196328,2026-07-05T23:16:36.328,1
567,90.0,3,1783268197327,2026-07-05T23:16:37.327,1
568,90.0,3,1783268198327,2026-07-05T23:16:38.327,1
569,90.0,3,1783268199327,2026-07-05T23:16:39.327,1
570,90.0,3,1783268200327,2026-07-05T23:16:40.327,1
571,90.0,3,1783268201325,2026-07-05T23:16:41.325,1
572,91.0,3,1783268202325,2026-07-05T23:16:42.325,1
573,91.0,3,1783268203325,2026-07-05T23:16:43.325,1
574,91.0,3,1783268204326,2026-07-05T23:16:44.326,1
575,90.0,3,1783268205327,2026-07-05T23:16:45.327,1
576,89.0,3,1783268206325,2026-07-05T23:16:46.325,1
577,89.0,3,1783268207325,2026-07-05T23:16:47.325,1
578,88.0,3,1783268208325,2026-07-05T23:16:48.325,1
579,88.0,3,1783268209325,2026-07-05T23:16:49.325,1
580,88.0,3,1783268210325,2026-07-05T23:16:50.325,1
581,89.0,3,1783268211325,2026-07-05T23:16:51.325,1
582,89.0,3,1783268212326,2026-07-05T23:16:52.326,1
583,89.0,3,1783268213325,2026-07-05T23:16:53.325,1
584,89.0,3,1783268214326,2026-07-05T23:16:54.326,1
585,89.0,3,1783268215325,2026-07-05T23:16:55.325,1
586,88.0,3,1783268216326,2026-07-05T23:16:56.326,1
587,87.0,3,1783268217324,2026-07-05T23:16:57.324,1
588,86.0,3,1783268218325,2026-07-05T23:16:58.325,1
589,86.0,3,1783268219325,2026-07-05T23:16:59.325,1
590,86.0,3,1783268220326,2026-07-05T23:17:00.326,1
591,87.0,3,1783268221325,2026-07-05T23:17:01.325,1
592,88.0,3,1783268222325,2026-07-05T23:17:02.325,1
593,88.0,3,1783268223325,2026-07-05T23:17:03.325,1
594,87.0,3,1783268224327,2026-07-05T23:17:04.327,1
595,86.0,3,1783268225325,2026-07-05T23:17:05.325,1
596,86.0,3,1783268226325,2026-07-05T23:17:06.325,1
597,86.0,3,1783268227325,2026-07-05T23:17:07.325,1
598,86.0,3,1783268228325,2026-07-05T23:17:08.325,1
599,86.0,3,1783268229325,2026-07-05T23:17:09.325,1
600,86.0,3,1783268230324,2026-07-05T23:17:10.324,1
601,87.0,3,1783268231326,2026-07-05T23:17:11.326,1
602,87.0,3,1783268232326,2026-07-05T23:17:12.326,1
603,87.0,3,1783268233325,2026-07-05T23:17:13.325,1
604,86.0,3,1783268234325,2026-07-05T23:17:14.325,1
605,85.0,3,1783268235325,2026-07-05T23:17:15.325,1
606,86.0,3,1783268236325,2026-07-05T23:17:16.325,1
607,87.0,3,1783268237326,2026-07-05T23:17:17.326,1
608,88.0,3,1783268238326,2026-07-05T23:17:18.326,1
609,88.0,3,1783268239325,2026-07-05T23:17:19.325,1
610,88.0,3,1783268240325,2026-07-05T23:17:20.325,1
611,89.0,3,1783268241325,2026-07-05T23:17:21.325,1
612,89.0,3,1783268242325,2026-07-05T23:17:22.325,1
613,90.0,3,1783268243324,2026-07-05T23:17:23.324,1
614,91.0,3,1783268244326,2026-07-05T23:17:24.326,1
615,92.0,3,1783268245325,2026-07-05T23:17:25.325,1
616,92.0,3,1783268246326,2026-07-05T23:17:26.326,1
617,92.0,3,1783268247325,2026-07-05T23:17:27.325,1
618,92.0,3,1783268248325,2026-07-05T23:17:28.325,1
619,91.0,3,1783268249326,2026-07-05T23:17:29.326,1
620,90.0,3,1783268250326,2026-07-05T23:17:30.326,1
621,89.0,3,1783268251326,2026-07-05T23:17:31.326,1
622,89.0,3,1783268252338,2026-07-05T23:17:32.338,1
623,88.0,3,1783268253336,2026-07-05T23:17:33.336,1
624,87.0,3,1783268254337,2026-07-05T23:17:34.337,1
625,86.0,3,1783268255338,2026-07-05T23:17:35.338,1
626,85.0,3,1783268256336,2026-07-05T23:17:36.336,1
627,84.0,3,1783268257334,2026-07-05T23:17:37.334,1
628,85.0,3,1783268258330,2026-07-05T23:17:38.330,1
629,85.0,3,1783268259328,2026-07-05T23:17:39.328,1
630,86.0,3,1783268260330,2026-07-05T23:17:40.330,1
631,86.0,3,1783268261329,2026-07-05T23:17:41.329,1
632,86.0,3,1783268262330,2026-07-05T23:17:42.330,1
633,86.0,3,1783268263329,2026-07-05T23:17:43.329,1
634,87.0,3,1783268264327,2026-07-05T23:17:44.327,1
635,87.0,3,1783268265327,2026-07-05T23:17:45.327,1
636,86.0,3,1783268266325,2026-07-05T23:17:46.325,1
637,86.0,3,1783268267324,2026-07-05T23:17:47.324,1
638,86.0,3,1783268268325,2026-07-05T23:17:48.325,1
639,86.0,3,1783268269327,2026-07-05T23:17:49.327,1
640,86.0,3,1783268270328,2026-07-05T23:17:50.328,1
641,85.0,3,1783268271328,2026-07-05T23:17:51.328,1
642,85.0,3,1783268272328,2026-07-05T23:17:52.328,1
643,85.0,3,1783268273328,2026-07-05T23:17:53.328,1
644,85.0,3,1783268274328,2026-07-05T23:17:54.328,1
645,85.0,3,1783268275328,2026-07-05T23:17:55.328,1
646,86.0,3,1783268276328,2026-07-05T23:17:56.328,1
647,87.0,3,1783268277327,2026-07-05T23:17:57.327,1
648,87.0,3,1783268278328,2026-07-05T23:17:58.328,1
649,87.0,3,1783268279328,2026-07-05T23:17:59.328,1
650,86.0,3,1783268280326,2026-07-05T23:18:00.326,1
651,85.0,3,1783268281328,2026-07-05T23:18:01.328,1
652,84.0,3,1783268282328,2026-07-05T23:18:02.328,1
653,83.0,3,1783268283327,2026-07-05T23:18:03.327,1
654,82.0,3,1783268284329,2026-07-05T23:18:04.329,1
655,82.0,3,1783268285328,2026-07-05T23:18:05.328,1
656,83.0,3,1783268286328,2026-07-05T23:18:06.328,1
657,83.0,3,1783268287325,2026-07-05T23:18:07.325,1
658,84.0,3,1783268288326,2026-07-05T23:18:08.326,1
659,84.0,3,1783268289326,2026-07-05T23:18:09.326,1
660,85.0,3,1783268290325,2026-07-05T23:18:10.325,1
661,86.0,3,1783268291325,2026-07-05T23:18:11.325,1
662,86.0,3,1783268292326,2026-07-05T23:18:12.326,1
663,86.0,3,1783268293326,2026-07-05T23:18:13.326,1
664,87.0,3,1783268294338,2026-07-05T23:18:14.338,1
665,87.0,3,1783268295337,2026-07-05T23:18:15.337,1
666,87.0,3,1783268296326,2026-07-05T23:18:16.326,1
667,88.0,3,1783268297338,2026-07-05T23:18:17.338,1
668,88.0,3,1783268298337,2026-07-05T23:18:18.337,1
669,89.0,3,1783268299341,2026-07-05T23:18:19.341,1
670,89.0,3,1783268300334,2026-07-05T23:18:20.334,1
671,89.0,3,1783268301337,2026-07-05T23:18:21.337,1
672,90.0,3,1783268302334,2026-07-05T23:18:22.334,1
673,91.0,3,1783268303333,2026-07-05T23:18:23.333,1
674,92.0,3,1783268304324,2026-07-05T23:18:24.324,1
675,92.0,3,1783268305330,2026-07-05T23:18:25.330,1
676,92.0,3,1783268306332,2026-07-05T23:18:26.332,1
677,92.0,3,1783268307331,2026-07-05T23:18:27.331,1
678,91.0,3,1783268308325,2026-07-05T23:18:28.325,1
679,90.0,3,1783268309325,2026-07-05T23:18:29.325,1
680,89.0,3,1783268310331,2026-07-05T23:18:30.331,1
681,88.0,3,1783268311330,2026-07-05T23:18:31.330,1
682,87.0,3,1783268312330,2026-07-05T23:18:32.330,1
683,86.0,3,1783268313332,2026-07-05T23:18:33.332,1
684,85.0,3,1783268314328,2026-07-05T23:18:34.328,1
685,84.0,3,1783268315328,2026-07-05T23:18:35.328,1
686,84.0,3,1783268316329,2026-07-05T23:18:36.329,1
687,83.0,3,1783268317328,2026-07-05T23:18:37.328,1
688,83.0,3,1783268318326,2026-07-05T23:18:38.326,1
689,82.0,3,1783268319325,2026-07-05T23:18:39.325,1
690,82.0,3,1783268320329,2026-07-05T23:18:40.329,1
691,82.0,3,1783268321328,2026-07-05T23:18:41.328,1
692,82.0,3,1783268322327,2026-07-05T23:18:42.327,1
693,82.0,3,1783268323327,2026-07-05T23:18:43.327,1
694,83.0,3,1783268324324,2026-07-05T23:18:44.324,1
695,83.0,3,1783268325325,2026-07-05T23:18:45.325,1
696,82.0,3,1783268326325,2026-07-05T23:18:46.325,1
697,82.0,3,1783268327325,2026-07-05T23:18:47.325,1
698,82.0,3,1783268328327,2026-07-05T23:18:48.327,1
699,82.0,3,1783268329325,2026-07-05T23:18:49.325,1
700,82.0,3,1783268330326,2026-07-05T23:18:50.326,1
701,82.0,3,1783268331326,2026-07-05T23:18:51.326,1
702,82.0,3,1783268332330,2026-07-05T23:18:52.330,1
703,82.0,3,1783268333329,2026-07-05T23:18:53.329,1
704,82.0,3,1783268334329,2026-07-05T23:18:54.329,1
705,82.0,3,1783268335327,2026-07-05T23:18:55.327,1
706,82.0,3,1783268336327,2026-07-05T23:18:56.327,1
707,81.0,3,1783268337325,2026-07-05T23:18:57.325,1
708,81.0,3,1783268338327,2026-07-05T23:18:58.327,1
709,81.0,3,1783268339326,2026-07-05T23:18:59.326,1
710,81.0,3,1783268340326,2026-07-05T23:19:00.326,1
711,81.0,3,1783268341327,2026-07-05T23:19:01.327,1
712,82.0,3,1783268342326,2026-07-05T23:19:02.326,1
713,82.0,3,1783268343327,2026-07-05T23:19:03.327,1
714,82.0,3,1783268344327,2026-07-05T23:19:04.327,1
715,82.0,3,1783268345326,2026-07-05T23:19:05.326,1
716,82.0,3,1783268346329,2026-07-05T23:19:06.329,1
717,82.0,3,1783268347324,2026-07-05T23:19:07.324,1
718,82.0,3,1783268348326,2026-07-05T23:19:08.326,1
719,82.0,3,1783268349326,2026-07-05T23:19:09.326,1
720,82.0,3,1783268350327,2026-07-05T23:19:10.327,1
721,82.0,3,1783268351326,2026-07-05T23:19:11.326,1
722,83.0,3,1783268352326,2026-07-05T23:19:12.326,1
723,84.0,3,1783268353325,2026-07-05T23:19:13.325,1
724,84.0,3,1783268354325,2026-07-05T23:19:14.325,1
725,84.0,3,1783268355325,2026-07-05T23:19:15.325,1
726,85.0,3,1783268356325,2026-07-05T23:19:16.325,1
727,86.0,3,1783268357326,2026-07-05T23:19:17.326,1
728,87.0,3,1783268358325,2026-07-05T23:19:18.325,1
729,89.0,3,1783268359324,2026-07-05T23:19:19.324,1
730,90.0,3,1783268360328,2026-07-05T23:19:20.328,1
731,90.0,3,1783268361334,2026-07-05T23:19:21.334,1
732,91.0,3,1783268362326,2026-07-05T23:19:22.326,1
733,90.0,3,1783268363325,2026-07-05T23:19:23.325,1
734,90.0,3,1783268364326,2026-07-05T23:19:24.326,1
735,90.0,3,1783268365325,2026-07-05T23:19:25.325,1
736,91.0,3,1783268366326,2026-07-05T23:19:26.326,1
737,91.0,3,1783268367326,2026-07-05T23:19:27.326,1
738,90.0,3,1783268368325,2026-07-05T23:19:28.325,1
739,90.0,3,1783268369325,2026-07-05T23:19:29.325,1
740,89.0,3,1783268370326,2026-07-05T23:19:30.326,1
741,89.0,3,1783268371325,2026-07-05T23:19:31.325,1
742,88.0,3,1783268372325,2026-07-05T23:19:32.325,1
743,87.0,3,1783268373325,2026-07-05T23:19:33.325,1
744,88.0,3,1783268374325,2026-07-05T23:19:34.325,1
745,88.0,3,1783268375326,2026-07-05T23:19:35.326,1
746,88.0,3,1783268376325,2026-07-05T23:19:36.325,1
747,87.0,3,1783268377326,2026-07-05T23:19:37.326,1
748,86.0,3,1783268378325,2026-07-05T23:19:38.325,1
749,86.0,3,1783268379324,2026-07-05T23:19:39.324,1
750,85.0,3,1783268380326,2026-07-05T23:19:40.326,1
751,84.0,3,1783268381325,2026-07-05T23:19:41.325,1
752,83.0,3,1783268382325,2026-07-05T23:19:42.325,1
753,83.0,3,1783268383326,2026-07-05T23:19:43.326,1
754,83.0,3,1783268384324,2026-07-05T23:19:44.324,1
755,83.0,3,1783268385326,2026-07-05T23:19:45.326,1
756,82.0,3,1783268386325,2026-07-05T23:19:46.325,1
757,82.0,3,1783268387325,2026-07-05T23:19:47.325,1
758,82.0,3,1783268388325,2026-07-05T23:19:48.325,1
759,82.0,3,1783268389325,2026-07-05T23:19:49.325,1
760,82.0,3,1783268390324,2026-07-05T23:19:50.324,1
761,83.0,3,1783268391324,2026-07-05T23:19:51.324,1
762,83.0,3,1783268392325,2026-07-05T23:19:52.325,1
763,83.0,3,1783268393326,2026-07-05T23:19:53.326,1
764,83.0,3,1783268394326,2026-07-05T23:19:54.326,1
765,83.0,3,1783268395338,2026-07-05T23:19:55.338,1
766,83.0,3,1783268396334,2026-07-05T23:19:56.334,1
767,83.0,3,1783268397334,2026-07-05T23:19:57.334,1
768,84.0,3,1783268398338,2026-07-05T23:19:58.338,1
769,84.0,3,1783268399335,2026-07-05T23:19:59.335,1
770,84.0,3,1783268400338,2026-07-05T23:20:00.338,1
771,85.0,3,1783268401337,2026-07-05T23:20:01.337,1
772,85.0,3,1783268402336,2026-07-05T23:20:02.336,1
773,86.0,3,1783268403334,2026-07-05T23:20:03.334,1
774,86.0,3,1783268404336,2026-07-05T23:20:04.336,1
775,87.0,3,1783268405331,2026-07-05T23:20:05.331,1
776,88.0,3,1783268406333,2026-07-05T23:20:06.333,1
777,89.0,3,1783268407333,2026-07-05T23:20:07.333,1
778,89.0,3,1783268408330,2026-07-05T23:20:08.330,1
779,89.0,3,1783268409324,2026-07-05T23:20:09.324,1
780,89.0,3,1783268410324,2026-07-05T23:20:10.324,1
781,90.0,3,1783268411328,2026-07-05T23:20:11.328,1
782,89.0,3,1783268412328,2026-07-05T23:20:12.328,1
783,89.0,3,1783268413328,2026-07-05T23:20:13.328,1
784,89.0,3,1783268414328,2026-07-05T23:20:14.328,1
785,88.0,3,1783268415328,2026-07-05T23:20:15.328,1
786,87.0,3,1783268416328,2026-07-05T23:20:16.328,1
787,85.0,3,1783268417328,2026-07-05T23:20:17.328,1
788,83.0,3,1783268418328,2026-07-05T23:20:18.328,1
789,82.0,3,1783268419451,2026-07-05T23:20:19.451,1
790,81.0,3,1783268420324,2026-07-05T23:20:20.324,1
791,80.0,3,1783268421329,2026-07-05T23:20:21.329,1
792,80.0,3,1783268422326,2026-07-05T23:20:22.326,1
793,80.0,3,1783268423326,2026-07-05T23:20:23.326,1
794,81.0,3,1783268424326,2026-07-05T23:20:24.326,1
795,82.0,3,1783268425327,2026-07-05T23:20:25.327,1
796,82.0,3,1783268426327,2026-07-05T23:20:26.327,1
797,82.0,3,1783268427326,2026-07-05T23:20:27.326,1
798,82.0,3,1783268428325,2026-07-05T23:20:28.325,1
799,82.0,3,1783268429326,2026-07-05T23:20:29.326,1
800,82.0,3,1783268430326,2026-07-05T23:20:30.326,1
801,82.0,3,1783268431326,2026-07-05T23:20:31.326,1
802,82.0,3,1783268432325,2026-07-05T23:20:32.325,1
803,83.0,3,1783268433328,2026-07-05T23:20:33.328,1
804,83.0,3,1783268434327,2026-07-05T23:20:34.327,1
805,84.0,3,1783268435326,2026-07-05T23:20:35.326,1
806,85.0,3,1783268436324,2026-07-05T23:20:36.324,1
807,85.0,3,1783268437324,2026-07-05T23:20:37.324,1
808,85.0,3,1783268438324,2026-07-05T23:20:38.324,1
809,85.0,3,1783268439324,2026-07-05T23:20:39.324,1
810,85.0,3,1783268440324,2026-07-05T23:20:40.324,1
811,85.0,3,1783268441325,2026-07-05T23:20:41.325,1
812,85.0,3,1783268442326,2026-07-05T23:20:42.326,1
813,86.0,3,1783268443325,2026-07-05T23:20:43.325,1
814,86.0,3,1783268444326,2026-07-05T23:20:44.326,1
815,85.0,3,1783268445327,2026-07-05T23:20:45.327,1
816,85.0,3,1783268446326,2026-07-05T23:20:46.326,1
817,85.0,3,1783268447325,2026-07-05T23:20:47.325,1
818,84.0,3,1783268448338,2026-07-05T23:20:48.338,1
819,84.0,3,1783268449326,2026-07-05T23:20:49.326,1
820,84.0,3,1783268450325,2026-07-05T23:20:50.325,1
821,84.0,3,1783268451325,2026-07-05T23:20:51.325,1
822,85.0,3,1783268452325,2026-07-05T23:20:52.325,1
823,85.0,3,1783268453325,2026-07-05T23:20:53.325,1
824,84.0,3,1783268454325,2026-07-05T23:20:54.325,1
825,84.0,3,1783268455328,2026-07-05T23:20:55.328,1
826,84.0,3,1783268456325,2026-07-05T23:20:56.325,1
827,84.0,3,1783268457324,2026-07-05T23:20:57.324,1
828,84.0,3,1783268458326,2026-07-05T23:20:58.326,1
829,85.0,3,1783268459326,2026-07-05T23:20:59.326,1
830,86.0,3,1783268460325,2026-07-05T23:21:00.325,1
831,86.0,3,1783268461324,2026-07-05T23:21:01.324,1
832,85.0,3,1783268462326,2026-07-05T23:21:02.326,1
833,85.0,3,1783268463326,2026-07-05T23:21:03.326,1
834,85.0,3,1783268464325,2026-07-05T23:21:04.325,1
835,84.0,3,1783268465325,2026-07-05T23:21:05.325,1
836,84.0,3,1783268466326,2026-07-05T23:21:06.326,1
837,84.0,3,1783268467325,2026-07-05T23:21:07.325,1
838,83.0,3,1783268468336,2026-07-05T23:21:08.336,1
839,84.0,3,1783268469334,2026-07-05T23:21:09.334,1
840,85.0,3,1783268470325,2026-07-05T23:21:10.325,1
841,85.0,3,1783268471325,2026-07-05T23:21:11.325,1
842,86.0,3,1783268472324,2026-07-05T23:21:12.324,1
843,87.0,3,1783268473324,2026-07-05T23:21:13.324,1
844,87.0,3,1783268474332,2026-07-05T23:21:14.332,1
845,87.0,3,1783268475335,2026-07-05T23:21:15.335,1
846,87.0,3,1783268476331,2026-07-05T23:21:16.331,1
847,86.0,3,1783268477331,2026-07-05T23:21:17.331,1
848,86.0,3,1783268478329,2026-07-05T23:21:18.329,1
849,85.0,3,1783268479324,2026-07-05T23:21:19.324,1
850,85.0,3,1783268480327,2026-07-05T23:21:20.327,1
851,84.0,3,1783268481328,2026-07-05T23:21:21.328,1
852,85.0,3,1783268482328,2026-07-05T23:21:22.328,1
853,85.0,3,1783268483328,2026-07-05T23:21:23.328,1
854,85.0,3,1783268484328,2026-07-05T23:21:24.328,1
855,87.0,3,1783268485328,2026-07-05T23:21:25.328,1
856,87.0,3,1783268486328,2026-07-05T23:21:26.328,1
857,88.0,3,1783268487328,2026-07-05T23:21:27.328,1
858,88.0,3,1783268488328,2026-07-05T23:21:28.328,1
859,88.0,3,1783268489328,2026-07-05T23:21:29.328,1
860,89.0,3,1783268490328,2026-07-05T23:21:30.328,1
861,89.0,3,1783268491324,2026-07-05T23:21:31.324,1
862,88.0,3,1783268492340,2026-07-05T23:21:32.340,1
863,88.0,3,1783268493336,2026-07-05T23:21:33.336,1
864,87.0,3,1783268494344,2026-07-05T23:21:34.344,1
865,86.0,3,1783268495349,2026-07-05T23:21:35.349,1
866,85.0,3,1783268496341,2026-07-05T23:21:36.341,1
867,86.0,3,1783268497342,2026-07-05T23:21:37.342,1
868,86.0,3,1783268498324,2026-07-05T23:21:38.324,1
869,87.0,3,1783268499327,2026-07-05T23:21:39.327,1
870,87.0,3,1783268500328,2026-07-05T23:21:40.328,1
871,87.0,3,1783268501328,2026-07-05T23:21:41.328,1
872,86.0,3,1783268502328,2026-07-05T23:21:42.328,1
873,85.0,3,1783268503328,2026-07-05T23:21:43.328,1
874,84.0,3,1783268504327,2026-07-05T23:21:44.327,1
875,84.0,3,1783268505326,2026-07-05T23:21:45.326,1
876,83.0,3,1783268506326,2026-07-05T23:21:46.326,1
877,82.0,3,1783268507328,2026-07-05T23:21:47.328,1
878,82.0,3,1783268508328,2026-07-05T23:21:48.328,1
879,82.0,3,1783268509329,2026-07-05T23:21:49.329,1
880,82.0,3,1783268510327,2026-07-05T23:21:50.327,1
881,82.0,3,1783268511326,2026-07-05T23:21:51.326,1
882,81.0,3,1783268512329,2026-07-05T23:21:52.329,1
883,81.0,3,1783268513330,2026-07-05T23:21:53.330,1
884,81.0,3,1783268514329,2026-07-05T23:21:54.329,1
885,80.0,3,1783268515327,2026-07-05T23:21:55.327,1
886,80.0,3,1783268516329,2026-07-05T23:21:56.329,1
887,80.0,3,1783268517327,2026-07-05T23:21:57.327,1
888,80.0,3,1783268518328,2026-07-05T23:21:58.328,1
889,81.0,3,1783268519328,2026-07-05T23:21:59.328,1
890,81.0,3,1783268520327,2026-07-05T23:22:00.327,1
891,82.0,3,1783268521328,2026-07-05T23:22:01.328,1
892,82.0,3,1783268522328,2026-07-05T23:22:02.328,1
893,82.0,3,1783268523328,2026-07-05T23:22:03.328,1
894,82.0,3,1783268524324,2026-07-05T23:22:04.324,1
895,82.0,3,1783268525325,2026-07-05T23:22:05.325,1
896,81.0,3,1783268526325,2026-07-05T23:22:06.325,1
897,81.0,3,1783268527324,2026-07-05T23:22:07.324,1
